Topic,Count,Name,Representation,Representative_Docs
176,24,176_ola_cactus_mexico_palmera,"['ola', 'cactus', 'mexico', 'palmera', 'nayarit', 'corazon', 'chachacual', 'surftrip', 'mexicanhouse', 'anatomico']","['cactus azul rollo cactus ola agua cara aliviada lapaz lapazmexico lapazbcs palmera lapazbcsmexico bajacaliforniasur bajacaliforniasur cactus ola agua chorreando ballena sol lapazmexico mexico balandra balandrabeach balandrabay balandrabcs mexico mexico mexico', 'invierno bahia amanecer montanas playa sombrilla ballena delfin camaron coral cactus bahiadebanderas nayarit nayarivera surftrip surf beachclub oceano pacifico paraiso mexicano mexicanhouse playa mexicana amantes mascotas lacruzdehuanacaxtle nayarit puertovallarta puntamita bucerias sayulita sanpanchonayarit isla desierta sol cara traje corazon', 'invierno bahia amanecer montanas playa sombrilla ballena delfin camaron coral cactus bahiadebanderas nayarit nayarivera surftrip surf beachclub oceano pacifico paraiso mexicano mexicanhouse playa mexicana amantes mascotas lacruzdehuanacaxtle nayarit puertovallarta puntamita bucerias sayulita sanpanchonayarit isla desierta sol cara traje corazon']"
177,23,177_tranquilo_limpio_vien_bonito,"['tranquilo', 'limpio', 'vien', 'bonito', 'super', 'tranquilidad', 'seguro', 'ordenado', 'tranquila', 'limpia']","['limpio tranquilo', 'limpio tranquilo', 'tranquilo limpio']"
178,23,178_bellisimo_atardercer_moscosvson_ponzona,"['bellisimo', 'atardercer', 'moscosvson', 'ponzona', 'lugar', 'escencia', 'piquetes', '1010', 'diminutos', 'bellisima']","['bellisimo lugar', 'bellisimo lugar', 'lugar unico bellisimo cuidado moscosvson diminutos ponzona piquetes']"
179,23,179_peces_oceano_gales_suenos,"['peces', 'oceano', 'gales', 'suenos', 'hotel', 'estallar', 'llamese', 'buceando', 'haznos', 'juntar']","['malecon tramo frente mar tablero caminar comida recuerdos arte excelente comida bebidas gente mirar oceano buscado estallar oceano tomar conciencia area oceanica area agresiva gente segura amigable disfrutar', 'experimentar bano barro divertido precio razonable ano placer familia lugar favorito sentarse restaurante mirar pared tiempo increible tiempo pescadores locales enorme caminata oceano peces juntar marea alta surfistas lugar lejano reloj frio gente paisaje asombroso fresco comida autentica haznos regresar', 'experimentar bano barro divertido precio razonable ano placer familia lugar favorito sentarse restaurante mirar pared tiempo increible tiempo pescadores locales enorme caminata oceano peces juntar marea alta surfistas lugar lejano reloj frio gente paisaje asombroso fresco comida autentica haznos regresar']"
180,23,180_pirata_piratas_show_barco,"['pirata', 'piratas', 'show', 'barco', 'vip', 'hook', 'capitan', 'tolok', 'tripulacion', 'asistentes']","['encanto excursion pais turista noche maravillosa recomiendo visiten cancun barco pirata acogedor divertido disfruta lindo atardecer realizan diversas actividades edades caso vine nina abuelos disfrutamos maximo excelente atencion grupo piratas vida actividades quiero destacar servicio zona vip atendidos pirata charli encanto actuacion pirata tolok capitan cena viene incluida barra abierta bebidas espectacular recomiendo disfruten viaje maravilloso', 'decidi visitar captain hook cancun 31 octubre halloween esposa luna miel esperando revivir experiencia fiesta disfraces presenciado ano sorprendio unicos disfrazados atmosfera experiencia inmersion mundo pirata inmediata momento acercas barco miembro tripulacion transporta aventura marina llena emocion espectaculo ubicacion barco influir disfrutas show cerca escenario probable sientas adrenalina peleas piratas interaccion directa actores bebidas opciones vip decidimos paquete vip botella esperando elevara experiencia ventajas claras vip ahorras fila embarcar importar personas bordo aseguran lugar contrasta opciones regulares ubicacion depende suerte ventajas sentimos buscas experiencia vibrante festiva vip adecuado asistentes acceso barra libre bebidas botella vip necesaria buscas ambiente relajado vistas panoramicas garantia sitio vip opcion buscas emocion show fila optar opciones regulares alimentos elegimos comida mar tierra calidad sabor excepcionales sentimos precio elevado ofrecia retrospectiva paquete 2x1 opcion valiosa permitiendo disfrutar comida sentir paga navegacion diferencia notoria visita recorrido barco barco navegaba mar adentro dandole experiencia toque emocionante autentico barco anclo punto noche retomar trayecto maritimo anadiria experiencia global resumen captain hook cancun experiencia inolvidable llena momentos emocionantes diversion vital seleccionar paquete adapte expectativas garantizar noche perfecta', 'describo experiencia personalmente quise familia describian atraccion familiar cena tipo bufet disfrutabas espectaculo piratas bordo barco pirata reservacion realice online oportunidad adquirir kit pirata parche mascada espadita madera ninos foto piratas decidi comprar momento evento explica canjear cupones entregan preguntando personas staff preocupadas organizar publico atencion fotografia toman prisas avisan fijan queda foto desgracia pagado personal acomodo bancos plastico indicandome temporal posteriormente llevarian lugar comodo sucedio pedi tomar familia quisieron atender llevaron cena realidad bufet sirven guardan comida apurando regresemos bancos quitaron parados espectaculo importarles hija 4 anos quedado dormida relacion espectaculo piratas entretenido divertido hijos pudieron disfrutar asientos show piratas convierte especie antro musica luces termina viaje 3 hrs media barco definitivamente recomiendo atraccion familias ninos pequenos recomiendo adquirir anticipado kits ofrecen verlos gustan formas costo compras cuestion costos vale promocion ninos pequenos pasan gratis formas cobran adicional cargo portuario asistentes gratis vas plan familiar amigos agrado considero opciones tierra antro atractivas plus barco realmente disfruta espectaculo nocturno']"
181,23,181_pastel_pasteles_corazones_rosa,"['pastel', 'pasteles', 'corazones', 'rosa', 'bayas', 'hornear', 'azucarado', 'mazapan', 'gemas', 'rojo']","['corazon pastel rematarlo arte pastel pastel forma animal escultura pastel pastel cubierto mazapan rosa obra arte hornear comiendo pasteles fondo rosa opaco pastel hornear pastel esquema color rojo rosa pasteles fondo rosa amantes comen corazones', 'pastel pastel glaseado rojo comiendo pasteles pastel forma animal pasteles corazones corazones pastel hornear gemas brillantes escultura pastel superior negro blanco corazones rojos pastel cumpleanos dulce azucarado pinterest obturador fondo rojo liso pastel corazones rojos horneando obra arte', 'pastel pastel glaseado rojo escultura pastel arte pastel forma animal pastel corazones comiendo pasteles pasteles horneando obras arte corazones adorno fresa pastel cumpleanos cubierto mazapan rosa pastel dulce azucarado dulces hechos meredith garniss lindo pastel hornear']"
182,23,182_yoga_retiro_estrella_sofia,"['yoga', 'retiro', 'estrella', 'sofia', 'postura', 'respiracion', 'pose', 'meditacion', 'clases', 'loto']","['emocionarse tercer retiro anual yoga mexico marzo ano retiro animales definidos mundo natural iguanas ballenas pajaros cangrejos ermitanos humanos dejado impresion positiva disfrutar yoga comida increible alojamiento magnifico excursiones opcionales gente maravillosa acre reserva ecologica destellos retiro yoga alicekyoga relax sanpanchonayarit isla desierta sol cara traje corazon iloveyoga yogavibes santacruz vida saludable retiro yoga mexico sanpancho mexicoyoga retiros yoga mexicoyoga', 'sol iniciacion llamada heroe yoga retiro akumal feb akumal mexico mexico yogaenakumal akumal gota sol clases yoga disponibles lunes miercoles viernes hotel casitas mariposa akumal bienvenidos unirse tapetes om flor cerezo preferir gusto ofrecer sesiones privadas yoga casa vacaciones retiro espiral concha favor avise pregunta intencion especial solicitud celebracion contacto sofia ig santa sofia whatsapp correo electronico santasofiayoga com yoga akumal estrella estrella estrella estrella retiros epifania retiro yoga tantrahathayoga', 'cara sonriente corazones invertir tiempo energia creando recuerdos alma yogaenakumal akumal palmera soltar clases yoga lunes miercoles viernes hotel casitas akumal mariposa necesario quedarse hotel asistir clases yoga destellos bienvenidos tapetes om flor cerezo preferir gusto ofrecer sesiones privadas yoga casa vacaciones retiro ninos pagan mujer posicion loto tono piel vacaciones familiares tiempo familiar familiayoga espiral cascara favor avisar pregunta intencion especial celebracion solicitud contacto sofia ig santa sofia whatsapp correo electronico santasofiayoga com disfrutar exquisito programa clases actividades yoga akumal ofertas mes febrero fiesta popper yoga akumal estrella estrella estrella estrella estrella']"
183,23,183_clinica_tirolesa_incluyeron_encarecidamente,"['clinica', 'tirolesa', 'incluyeron', 'encarecidamente', 'ayudo', 'impermeables', 'brindaron', 'dejenos', 'extendido', 'deportivos']","['genial papa disfruto guia turistico llamado servicial paciente informado experiencia agradable comida excelente recorridos trafico brindaron excelente servicio estrellas fotos caro dejenos telefonos impermeables recorridos similares tienda regalos opciones ganas llevarse recuerdo casa', 'genial papa disfruto guia turistico llamado servicial paciente informado experiencia agradable comida excelente recorridos trafico brindaron excelente servicio estrellas fotos caro dejenos telefonos impermeables recorridos similares tienda regalos opciones ganas llevarse recuerdo casa', 'recorrido visita clinica extendido gracias entusiasmo increible demanda abrumadora recorrido visita clinica lha libro febrero extendido visitas clinica recibir demostracion manos vivo tratamiento lha entregado directamente equipo corea chincheta redonda gratuita regiones disponibles yakarta bogor tangerang surabaya llenar formulario seguro fecha visita clinica xelha estetica clinicajakarta gmimedical']"
184,22,184_arqueologicas_arqueologica_ruinas_visitarlas,"['arqueologicas', 'arqueologica', 'ruinas', 'visitarlas', 'zona', 'piezas', 'recorres', 'arqueologicos', 'descuidado', 'despintadas']","['triste falta mantenimiento lugar especial ruinas piezas arqueologicas excelentes edificio ve mejores tiempos museo aire acondicionado meses funcionan elevadores paredes despintadas partes corroidas realmente pena', 'zona arqueologica pequena interesante', 'zona arqueologica pequena agradable']"
185,22,185_sosteniendo_cerveza_coctel_naranja,"['sosteniendo', 'cerveza', 'coctel', 'naranja', 'botella', 'vino', 'copa', 'bebiendo', 'cocteles', 'coronarender']","['bebida vidrio bebiendo coctel aureola naranja coctel coctel colorido vidrio grabado gente beber cocteles mujer muerte sosteniendo coctel bar cocteles chianti cocteles molotov melocoton adorno defensa naranja oscuro naranja cosmopolita color naranja naranja negro', 'persona sosteniendo botella cerveza playa cerveza fria corona coronarender mexico vacaciones bar playa cerveza anuncio cerveza tendencias pixv bebiendo cerveza foto vacaciones golondrinas logotipo cerveza mesa cervezas bebiendo cerveza imagen anuncio victor botella cerveza fondo paraiso', 'personas sosteniendo botellas cerveza playa corona coronarender corona renderizada sosteniendo cerveza render corona sosteniendo cerveza anuncio cerveza cerveza fria sosteniendo botellas cerveza sosteniendo cerveza aplausos cerveza botella cerveza celebrando imagen anuncio matrimonio ilegal bebidas frias sosteniendo botella pareja cerveza']"
186,22,186_fotografos_fotografomexicano_fitmens_fotografoiniciante,"['fotografos', 'fotografomexicano', 'fitmens', 'fotografoiniciante', 'fitdaddy', 'fitmenover', 'fitdadfitness', 'fitdads', 'fitmen', 'fitdad']","['compania perfecta pacenos lapazmx bajacaliforniasur labajasur fitmenover fitmens fitmenstyle fitmendaily fitdadlife fitdadfitness lapazmexico labaja bajacaliforniasurmexico fitdaddy papafit gymmen gymculture gymhealth ejerciciofisico gymtimebaby bcs lapazbcs mensfitness fitmen fitdad fitdads fotografos fotografoiniciante fotografomexicano fotografos mx', 'disfrutando momento pacenos lapazmx bajacaliforniasur labajasur fitmenover fitmens fitmenstyle fitmendaily fitdadlife fitdadfitness lapazmexico labaja bajacaliforniasurmexico fitdaddy papafit gymmen gymculture gymhealth ejerciciofisico gymtimebaby bcs lapazbcs mensfitness fitmen fitdad fitdads fotografos fotografoiniciante fotografomexicano fotografos mx', 'vida encanta pacenos lapazmx bajacaliforniasur labajasur fitmenover fitmens fitmenstyle fitmendaily fitdadlife fitdadfitness lapazmexico labaja bajacaliforniasurmexico fitdaddy papafit gymmen gymculture gymhealth ejerciciofisico gymtimebaby bcs lapazbcs mensfitness fitmen fitdad fitdads fotografos fotografoiniciante fotografomexicano fotografos mx']"
187,22,187_cascada_cataratas_cascadas_rio,"['cascada', 'cataratas', 'cascadas', 'rio', 'venideras', 'toboganes', 'explosivo', 'caminados', 'fragil', 'refrescante']","['lugar explosivo paseo emocionante caminado tirolesas jungla traer repelente insectos nado agua rio frio refrescante montanas venideras recomendable', 'lugar explosivo paseo emocionante caminado tirolesas jungla traer repelente insectos nado agua rio frio refrescante montanas venideras recomendable', 'hombre agua roncar banarse cascada cascada rio arco iris selva rio pie cascada cascada jugando cascadas pie rio profundo cascada pie fondo cascada mojado exuberante paisaje selva multiples cascadas pie cerca cascada ruinas antiguas cascadas']"
188,22,188_nan_barcos_yates_astillero,"['nan', 'barcos', 'yates', 'astillero', 'marinaservicios', 'marinerosamor', 'nautica', 'reparacion', 'marinavallarta', 'lanzamiento']","['telefono laptop info com astillero barco vida yate nautica barcos yates construccion barcos marinerosamor trabajo barco yates reparacion barcos marina marinaservicios vida lanzamiento amantes barcos puertovallarta vallarta marinavallarta bucerias pvr nuevovallarta nuevonayarit mismaloya bahiadebanderas buceriasnayarit puntamita lacruzdehuanacaxtle', 'telefono laptop info com astillero barco vida yate nautica barcos yates construccion barcos marinerosamor trabajo barco yates reparacion barcos marina marinaservicios vida lanzamiento amantes barcos puertovallarta vallarta marinavallarta bucerias pvr nuevovallarta nuevonayarit mismaloya bahiadebanderas buceriasnayarit puntamita lacruzdehuanacaxtle', 'telefono laptop info com astillero barco vida yate nautica barcos yates construccion barcos marinerosamor trabajo barco yates reparacion barcos marina marinaservicios vida lanzamiento amantes barcos puertovallarta vallarta marinavallarta bucerias pvr nuevovallarta nuevonayarit mismaloya bahiadebanderas buceriasnayarit puntamita lacruzdehuanacaxtle']"
189,22,189_continuar_tirolesas_baches_rappel,"['continuar', 'tirolesas', 'baches', 'rappel', 'acelerar', 'vigoroso', 'depredador', 'mantuvo', 'taxi', 'frenado']","['tiempo montando tirolinas eden ubicado minutos afuera elegido hotel viaje autobus lleno baches equipo divertido experiencia depredador tema pelicula filmado cumpleanos novio linea parada caminando linea senora grupo continuar filas alto divertido restaurante ridiculamente caro organizado pobre servicio bocadillos empacados esperado volver ciudad comer diversion', 'explosion tirolesa gente grupo izquierda gira autobuses gente caida equipo excelente tomo tiempo seguro sabian continuar parar fueran continuar personas equipo gente lineas trabajo pensar acelerar viajar lineas restaurante disponible comidas comida barato camino lleno baches llegar ubicacion genial escenico', 'explosion tirolesa gente grupo izquierda gira autobuses gente caida equipo excelente tomo tiempo seguro sabian continuar parar fueran continuar personas equipo gente lineas trabajo pensar acelerar viajar lineas restaurante disponible comidas comida barato camino lleno baches llegar ubicacion genial escenico']"
190,22,190_camping_acampar_5ubicacion_pancho,"['camping', 'acampar', '5ubicacion', 'pancho', '5servicio', 'viajevacacionesviaje', 'hoteltranquilo', 'incredible', 'enfiestar', 'pesillos']","['lugar super tranquilo excelente camping alejado ruido vas onda enfiestar ofrecen experiencias recepcion relax amables.3 estuve tiempo definitivamente volvere friendly .tipo viajevacacionesviaje gruposoloahabitaciones 4servicio 5ubicacion 5aspectos destacados hoteltranquilo precio', 'gente amable siente vibra lugar recomiendo llevaba tienda acampar cobraron 150.00 pesillos noche costo persona opcion prestarte caso lleves ambiente tranquilo sencillo natural rollo conectar lugar sencillo caracteristicas sencillas esperes super lujo instalaciones rollo camping aventurers chevere encanto tipo viajevacacionesviaje grupoparejaservicio 4ubicacion 5seguridadtodos amables senti segura sentido detalles importantescocina aire libre chela convivenciaaspectos destacados hoteltranquilo', 'lamentablemente estancia camping san pancho entendemos perfectamente experiencia acampar rustica agradecemos pagado precio relativamente comparacion opciones alojamiento san pancho llegada madre dueno recibio amablemente hijo dueno gusta socializar amigos centro camping esperabamos significara hijo amigos presencia huespedes sentaran beber escuchar musica tiendas campana 2 madrugada punto vista prioridad parecio extrana caso aislado opinar basandonos experiencia decepcionante extrana falta consideracion anfitrion huespedes teniendo lugar acababa abrir cocina compartida pesimo cientos moscas encimera armarios alojado lugares cocinas aire libre habiamos visto parecido respuesta duenos simplemente acampar bano asqueroso papel higienico ropa interior vieja pastillas jabon pelos tiradas partes revisar resenas 5 estrellas google lugar cuesta creer huespedes reales amigos duenos recomendamos encarecidamente hicimos gastar alojarse hostales.tipo viajevacacionesviaje grupoparejahabitaciones 1servicio 1ubicacion 3']"
191,21,191_chef_restaurantes_comida_correspondaa,"['chef', 'restaurantes', 'comida', 'correspondaa', 'desvelarse', 'proporcion', 'super', 'cima', 'suenos', 'comerse']","['quiero experimentar norte lugar invierno restaurantes masajes spas farmacias recomendar panaderia cerca faro productos horneados mercado jueves noche excelente comida cerca faro', 'lugar comer centro huatulco restaurante favorito servicio super amable rapido atento comida porciones servidas calidad super delicioso pagas cantidad calidad comida ambiente adentro aire acondicionado sillas comodas luz natural tranquilo general', 'quedarse meses lugar favorito quedarse pattaya gustaria personal restaurante servicio increible hora coctel personal cocina comida realmente gusta lugar mencion especial personal servicio chef cocina chico chef oficina recepcion chef']"
192,21,192_esposa_compartido_malecon_chupar,"['esposa', 'compartido', 'malecon', 'chupar', 'reservo', 'vacacionar', 'acera', 'vistos', 'disfrutar', 'ignorar']","['esposa reservo noches regresando norte camino malecon malecon noche tiempo ocupado disfrute caminar actividad yendo ignorar tiempo compartido disfrutar visita realmente alguien vacacionar', 'esposa reservo noches regresando norte camino malecon malecon noche ocupada tiempo social disfrute caminar actividad yendo ignorar tiempo compartido disfrutar visita realmente alguien vacacionar', 'esposa reservo noches regresando norte camino malecon malecon noche ocupada tiempo social disfrute caminar actividad yendo ignorar tiempo compartido disfrutar visita realmente alguien vacacionar']"
193,21,193_taco_tacos_tacoselchulo_cocinabestial,"['taco', 'tacos', 'tacoselchulo', 'cocinabestial', 'mont', 'salsa', 'caribenos', 'atajos', 'caldo', 'taquitos']","['tacos pastor negro maroma beach water wave palm tree ven prueba delicia unica comun encontrar taco exito day pass brunch mxn adultos mxn ninos reserva tel playamaroma playa maromabeach playadelcarmen tacos tour puntamaroma tacosalpastor mexicantacos buffet daypass', 'ven disfrutar deliciosos tacos pescado camaron capeado taco taco fish fried shrimp buceriasnayaritmexico mexico restaurantemexicano bahiadebanderasnayarit seafood armandosplace thebestfood nuevonayarit', 'taquitos caribenos taco desert island taquitos caribenos explosion sabor local puedes perder preparamos piezas tortilla maiz camaron pina coco sofrito guajillo acompanados pico gallo salsa especial pina jalapeno mezcla perfecta toque caribe frescura costa ven descubrir cocina top mundial experience matters handshake sabbiagastronomy taquitoscaribenos flavorparadise lacruzdehuanacaxtle mexicanfood']"
194,20,194_llevandonos_mostrandonos_experimentado_nadador,"['llevandonos', 'mostrandonos', 'experimentado', 'nadador', 'basta', 'agradecimiento', 'nadar', 'nado', 'bucearlos', 'moje']","['guia trabajo fantastico nadar tour agua profesional ayuda especialmente flotante basta agradecimiento aventura', 'guia trabajo fantastico nadar tour agua profesional ayuda especialmente flotante basta agradecimiento aventura', 'corto nado real grupo fotos pagadas elegir volvieramos manana completo pasar completo nado grupo pequeno general recomendaria encarecidamente reservar manana ninos pasan circuito cuerdas parque acuatico completo general feliz nadar genial']"
195,20,195_cms_apoyalolocal_apoyaalpequenocomercio_comerciojusto,"['cms', 'apoyalolocal', 'apoyaalpequenocomercio', 'comerciojusto', 'cerritosbeach', 'homedesign', 'interiordecor', 'homedecoration', 'designinspiration', 'decoraciondeinteriores']","['medidas cms ancho cms opciones pago transferencia bancaria deposito efectivo tarjeta credito decoracioninteriores designinspiration fedexshipping fedex hechoamano hechoenmexico homedecoration homedesign ideasdecoracion interior interiordecor interiordesigns interiorismomexico interiorismoonline interiorstyle interiorstyling regalosoriginales remodelaciones apoyaalpequenocomercio apoyalolocal comerciojusto decoraciondeinteriores interiorismo sanjosedelcabo cerritosbeach todossantosbcs todossantosmexico todossantospueblomagico lapazmexico mexico', 'medidas cms ancho cms opciones pago transferencia bancaria deposito efectivo tarjeta credito decoracioninteriores designinspiration fedexshipping fedex hechoamano hechoenmexico homedecoration homedesign ideasdecoracion interior interiordecor interiordesigns interiorismomexico interiorismoonline interiorstyle interiorstyling regalosoriginales remodelaciones apoyaalpequenocomercio apoyalolocal comerciojusto decoraciondeinteriores interiorismo sanjosedelcabo cerritosbeach todossantosbcs todossantosmexico todossantospueblomagico lapazmexico mexico', 'medidas cms ancho cms opciones pago transferencia bancaria deposito efectivo tarjeta credito decoracioninteriores designinspiration fedexshipping fedex hechoamano hechoenmexico homedecoration homedesign ideasdecoracion interior interiordecor interiordesigns interiorismomexico interiorismoonline interiorstyle interiorstyling regalosoriginales remodelaciones apoyaalpequenocomercio apoyalolocal comerciojusto decoraciondeinteriores interiorismo sanjosedelcabo cerritosbeach todossantosbcs todossantosmexico todossantospueblomagico lapazmexico mexico']"
196,20,196_pandemia_cerrado_restricciones_bellisimo,"['pandemia', 'cerrado', 'restricciones', 'bellisimo', 'bellisismo', 'cerrarlo', '5x5', 'nadadita', 'tapabocas', 'amontona']","['bonito triste cerrado pandemia', 'bonito lugar cerrado pandemia', 'cerrado pandemia agradable lugar']"
197,20,197_familia_familiar_10_ideal,"['familia', 'familiar', '10', 'ideal', 'vacacionar', 'enorme', 'limpio', 'agradable', 'recorrerlo', 'bonito']","['familia agradable', 'agradable familiar', 'agradable familiar']"
198,20,198_sayulita_cementerio_muertos_principal,"['sayulita', 'cementerio', 'muertos', 'principal', 'tranquila', 'oleaje', 'agringada', 'playa', 'sufr', 'varo']","['lugarenos sayulita caminamos muertos gente limpiar pequena hermosa playa minuto caminata paseo playa sayulita cementerio agua alquiler bebidas lugar playa playa', 'visitando sayulita muertos playa sayulita cementerio sur playa interesante limpio tranquilo familia', 'camino playa sayulita doblar carretera principal sayulita muertos pareja derecha tomar cementerio cerca playa tranquila manana encontrar playas sayulita']"
199,20,199_tequila_agave_finca_perros,"['tequila', 'agave', 'finca', 'perros', 'degustacion', 'chocolate', 'mezcal', 'proceso', 'granja', 'licores']","['finca visitar puerto cualquiera autenticos licores agave guia turistico informativo comenzo refrescante coctel tequila termino delicioso degustacion maridaje chocolate terrenos hermoso antiguo autobus tienda regalos excelentes anfitriones amables perros experiencia extra', 'recomiendo encarecidamente recorrido finca realmente afortunado obtenga recorrido privado aprendi proceso destilacion agave historia cultura tequila mezcal hermosa granja definitivamente recomiendo maridaje chocolate degustacion chocolate tiempos granja facil acceso autobus parada puerto conductor granja viaje regreso amo perros real', 'amigos finca degustaciones tequila puerto tequila experimentaria increible gastar marido termino recorrido degustacion senti recorrido privado aprendido proceso produccion crecimiento agave amado cerca degustacion personal increible anfitrion realmente sentir degustacion interesante aprendi licores agave mezcal experiencia tiempo puerto perros agradable sentir casa anticipacion tiempo tipo regresar disponible taxi tomo anticipacion altamente recomiendo experiencia visitar area puerto']"
200,20,200_espanol_ingles_aprende_lideramos,"['espanol', 'ingles', 'aprende', 'lideramos', 'viajaran', 'tiempos', 'idiomas', 'idioma', 'administrada', 'vacilante']","['companero familia hablaba espanol seguro queria cenote gracias hablar ingles espanol entender experiencia increible sentir seguros recorrido completo relajante buscando experiencia cenotes definitivamente recomendarian', 'quiero vacilante lugar prometido tours realmente extremos etc. cenotes emocionante chico equivocado guia turistico increible grupo familia espanol grupos amaban informativo historia cultura hermosos paisajes recorrido amaba realmente apreciado personal profesional trato realmente cuidado ambiente tratar tiempos naturales numerosos tours excursiones lejos lugar experiencia recuerdos vida', 'quiero vacilante lugar prometido tours realmente extremos etc. cenotes emocionante chico equivocado guia turistico increible grupo familia espanol grupos amaban informativo historia cultura hermosos paisajes recorrido amaba realmente apreciado personal profesional trato realmente cuidado ambiente tratar tiempos naturales numerosos tours excursiones lejos lugar experiencia recuerdos vida']"
201,19,201_encanto_encanra_plsya_enserio,"['encanto', 'encanra', 'plsya', 'enserio', 'hermosura', 'tecolote', 'gusto', '', '', '']","['encanto', 'encanto', 'encanto']"
202,19,202_bicicleta_ciclismo_casco_mujer,"['bicicleta', 'ciclismo', 'casco', 'mujer', 'nike', 'ciclista', 'puesta', 'fondo', 'hoffman', 'vtt']","['mujer montando bicicleta foto playa mujer ciclista monta bicicleta casco andar bicicleta ciclismo fondo bicicleta casco avanzando puesta sol traje ciclismo nike bicicleta bronceada foto ameera taweel ciclista masculino jinete solitario casco visera reflectante', 'mujer pie playa imagen bicicleta mujer ciclista monta bicicleta nike traje ciclismo andar bicicleta ciclismo ropa deportiva fondo bicicleta modelo fitness bicicleta fitness casco bicicleta montana imagen marbella ciclista masculino equipo fitness viaje bicicleta hoffman casco disfraz lycra', 'mujer montando bicicleta campo flores ciclismo imagen mujer ciclista paseos bicicleta viaje bicicleta hoffman fondo bicicleta fitness casco andar bicicleta bicicleta casco bicicleta montana sydney parque nike traje ciclismo fundicion vtt casco rodilleras coderas equipo fitness deporte ropa deportiva']"
203,19,203_coral_peces_arrecifes_arrecife,"['coral', 'peces', 'arrecifes', 'arrecife', 'montones', 'bocadillos', 'maletas', 'afortunada', 'bucear', 'coloridos']","['deje maletas restaurante bucear restaurante encargo cosas regreso frio comida increible bucear esnorquel hermosa practicamente vi peces cueva disfrute muchisimo playa coral colorido visto buceando', 'bucear vi bastantes peces cerca coral agua afortunada coral frio mundo playa tranquila ofrecida numerosos restaurantes hermosa playa servicios acceder busca variedad actividades oceano huatulco', 'bucear vi bastantes peces cerca coral agua afortunada coral frio mundo playa tranquila ofrecida numerosos restaurantes hermosa playa servicios acceder busca variedad actividades oceano huatulco']"
204,19,204_barcos_cruceros_botes_restaurantes,"['barcos', 'cruceros', 'botes', 'restaurantes', 'miraria', 'ocupado', 'faltaba', 'barco', 'consiguieron', 'mirando']","['playa bonita cruceros muelle puerto deportivo barcos excursiones playa ocupado pareja restaurantes playa', 'botes turisticos diversion restaurantes principalmente playa botes playa nadan arena camino vendedores playa coral restaurantes ofrecen musica musica foto tomada etc. consiguieron taxi restaurante podia dejar cosas nadar miraria faltaba mirando mesas comida bebidas factura realmente', 'botes turisticos diversion restaurantes principalmente playa botes playa nadan arena camino vendedores playa coral restaurantes ofrecen musica musica foto tomada etc. consiguieron taxi restaurante podia dejar cosas nadar miraria faltaba mirando mesas comida bebidas factura realmente']"
205,19,205_cana_pesca_pescar_rex,"['cana', 'pesca', 'pescar', 'rex', 'pez', 'lacathyplant', 'deportiva', 'mosca', 'performance', 'bacal']","['cana pescar ola agua pesca akumal ola agua cana pescar vive pesca akumal mar tranquilo compania sabor caribe directo plato multitudes prisas lancha azul mar experiencia real pescar pescas cana pescar indice reves apuntando derecha disfrutas recorrido indice reves apuntando derecha aprendes pescadores locales indice reves apuntando derecha viene ceviche fresco bordo indice reves apuntando derecha vives akumal mar experiencia autentica privada perfecta buscan tour turistico akumal visita vive palmera ronda chincheta akumal riviera maya flecha reserva directa experiencia personalizada carribeanvibestoursmx com pesca cana pescar akumalfishing akumal akumalmexico autenticavacaciones aventuraviajar usatravel usatraveldestinations usatravelvisa usatraveldeals usatravelling', 'pesca bajura pequenos divertidos africanpampano alectisciliaris pez pez cana pescar cana pescar increible ven aventuras pesca cana pescar tirano saurio rex bahia banderas mexico destino pesca ok mano rockinrobynsport lacathyplant fuego fuego pez fuego cana pescar rex pesca deportiva rex x mail trexsportfishing com correo rex surf com telefono receptor libro pesca cana pescar ancla trex trexpro bahiadebanderasnayarit rockinrobynsportfishing lacathyplant juego pescapesca alta marpesca deportivapesca deportiva charter captura diapesca lacruzdehuanacaxtle pescaviaje pescadeportiva pesca pescadia pescachallenge bigfishing bigfishlittlefish bigfish pesca costerapesca alta marpesca currican popping jigging casting', 'pesca costera pez medregal pez cana pescar cana pescar increible ven aventuras pesca cana pescar tirano saurio rex bahia banderas mexico destino pesca ok mano rockinrobynsport lacathyplant fuego fuego pez fuego cana pescar rex pesca deportiva rex x mail trexsportfishing com correo rex surf com telefono receptor libro pesca cana pescar ancla trex trexpro bahiadebanderasnayarit rockinrobynsportfishing pesca lacathyplant pesca deportiva pesca alta mar charter pesca deportivapesca lacruzdehuanapesca caxtleviaje pescadeportiva pesca pescadia pescachallenge bigfishing bigfishlittlefish bigfish pesca costerapesca alta martrolling popping jigging casting bottomfishing']"
